id,label
0,0.90625
1,0.78125
2,0.90625
3,0.71875
4,0.6875
5,0.84375
6,0.8125
7,0.78125
8,0.96875
9,0.875
10,0.9375
11,0.6875
12,0.78125
13,0.84375
14,0.75
15,0.90625
16,0.8125
17,0.78125
18,0.78125
19,0.75
20,0.71875
21,0.9375
22,0.875
23,1
24,0.6875
25,1
26,0.8125
27,1
28,0.9375
29,0.71875
30,0.875
31,0.8125
32,0.84375
33,1
34,0.75
35,0.71875
36,0.84375
37,0.78125
38,0.875
39,0.90625
40,0.96875
41,0.875
42,0.8125
43,0.96875
44,0.875
45,0.71875
46,0.78125
47,0.84375
48,0.875
49,0.9375
50,0.75
51,0.8125
52,0.78125
53,0.71875
54,0.9375
55,0.6875
56,0.90625
57,0.75
58,0.78125
59,0.6875
60,0.90625
61,0.71875
62,0.875
63,0.84375
64,1
65,1
66,1
67,0.84375
68,0.875
69,0.78125
70,0.75
71,0.9375
72,0.875
73,0.75
74,0.71875
75,1
76,0.78125
77,0.71875
78,0.78125
79,0.96875
80,1
81,1
82,0.96875
83,0.9375
84,0.78125
85,0.96875
86,0.8125
87,0.875
88,0.6875
89,0.9375
90,0.8125
91,0.96875
92,0.875
93,0.875
94,0.78125
95,0.84375
96,0.875
97,0.8125
98,0.84375
99,0.875
100,0.8125
101,0.8125
102,0.75
103,1
104,0.875
105,0.84375
106,1
107,0.96875
108,0.8125
109,0.90625
110,0.875
111,0.78125
112,0.9375
113,0.875
114,0.71875
115,0.71875
116,0.78125
117,0.9375
118,0.96875
119,0.84375
120,0.6875
121,0.8125
122,0.84375
123,0.84375
124,0.90625
125,0.8125
126,0.875
127,1
128,0.75
129,0.6875
130,0.90625
131,0.8125
132,1
133,0.75
134,0.78125
135,0.75
136,0.84375
137,0.875
138,0.8125
139,0.6875
140,0.875
141,1
142,0.71875
143,0.9375
144,0.875
145,0.75
146,1
147,0.96875
148,0.71875
149,0.875
150,1
151,0.6875
152,1
153,0.875
154,0.78125
155,0.71875
156,1
157,0.96875
158,1
159,0.84375
160,0.75
161,0.75
162,0.8125
163,0.9375
164,0.8125
165,0.96875
166,0.6875
167,0.78125
168,0.75
169,0.8125
170,0.9375
171,0.8125
172,0.875
173,0.90625
174,0.84375
175,0.78125
176,0.6875
177,0.75
178,1
179,0.78125
180,0.6875
181,0.75
182,0.875
183,0.71875
184,0.71875
185,1
186,0.75
187,1
188,0.71875
189,0.875
190,0.8125
191,0.875
192,0.90625
193,0.78125
194,0.9375
195,1
196,0.96875
197,0.8125
198,0.71875
199,0.90625
200,1
201,0.84375
202,0.78125
203,0.96875
204,0.78125
205,0.75
206,0.78125
207,1
208,0.78125
209,0.71875
210,0.9375
211,0.90625
212,0.96875
213,0.71875
214,0.96875
215,0.9375
216,1
217,0.71875
218,0.9375
219,0.75
220,0.96875
221,1
222,0.78125
223,0.96875
224,0.75
225,0.90625
226,1
227,0.9375
228,0.6875
229,0.9375
230,0.75
231,0.9375
232,0.8125
233,0.90625
234,0.71875
235,0.96875
236,0.90625
237,0.84375
238,1
239,1
240,1
241,0.75
242,0.96875
243,0.90625
244,1
245,0.96875
246,0.84375
247,1
248,0.78125
249,0.8125
250,0.75
251,0.84375
252,0.71875
253,0.8125
254,0.8125
255,0.78125
256,0.71875
257,0.90625
258,0.90625
259,0.8125
260,0.6875
261,1
262,0.90625
263,0.8125
264,0.9375
265,0.875
266,0.71875
267,0.90625
268,0.96875
269,1
270,1
271,0.71875
272,0.71875
273,0.84375
274,0.875
275,0.8125
276,1
277,0.9375
278,0.8125
279,1
280,0.75
281,0.71875
282,0.71875
283,0.84375
284,0.90625
285,0.78125
286,0.90625
287,0.71875
288,1
289,0.96875
290,0.9375
291,0.78125
292,0.6875
293,0.75
294,0.71875
295,0.875
296,0.8125
297,1
298,0.78125
299,0.90625
300,1
301,0.75
302,0.8125
303,1
304,0.84375
305,0.9375
306,1
307,0.90625
308,0.875
309,0.96875
310,0.71875
311,0.6875
312,1
313,0.75
314,0.78125
315,0.78125
316,0.71875
317,0.75
318,0.78125
319,1
320,0.875
321,0.75
322,0.875
323,0.71875
324,0.8125
325,0.71875
326,0.78125
327,0.875
328,0.78125
329,0.78125
330,0.78125
331,0.8125
332,0.90625
333,0.84375
334,0.90625
335,0.71875
336,0.6875
337,0.71875
338,1
339,0.75
340,0.71875
341,0.90625
342,1
343,0.96875
344,1
345,0.96875
346,0.90625
347,0.8125
348,0.84375
349,0.9375
350,0.96875
351,0.75
352,0.71875
353,0.71875
354,0.8125
355,0.8125
356,0.75
357,0.75
358,0.90625
359,0.75
360,0.78125
361,0.75
362,0.8125
363,0.875
364,0.71875
365,1
366,1
367,1
368,0.75
369,0.875
370,1
371,0.78125
372,1
373,1
374,0.6875
375,0.75
376,0.90625
377,0.90625
378,0.6875
379,0.75
380,0.875
381,0.6875
382,0.6875
383,0.78125
384,0.78125
385,0.90625
386,1
387,0.8125
388,0.875
389,0.6875
390,0.71875
391,1
392,0.875
393,0.75
394,0.84375
395,0.71875
396,0.90625
397,0.875
398,0.90625
399,0.9375
400,0.8125
401,0.9375
402,0.90625
403,0.96875
404,0.71875
405,0.8125
406,0.875
407,0.6875
408,0.875
409,0.71875
410,0.71875
411,0.71875
412,0.71875
413,0.84375
414,0.8125
415,0.75
416,0.875
417,0.9375
418,0.84375
419,1
420,0.875
421,1
422,0.75
423,0.84375
424,0.75
425,0.96875
426,1
427,0.75
428,0.71875
429,0.78125
430,0.75
431,0.78125
432,0.71875
433,0.78125
434,0.96875
435,0.84375
436,1
437,0.84375
438,0.875
439,0.78125
440,0.9375
441,0.875
442,0.90625
443,1
444,0.8125
445,0.90625
446,0.84375
447,0.71875
448,1
449,1
450,1
451,0.78125
452,0.96875
453,1
454,0.8125
455,1
456,0.71875
457,0.9375
458,0.84375
459,0.90625
460,0.75
461,0.78125
462,0.875
463,0.78125
464,0.71875
465,0.78125
466,0.96875
467,0.875
468,0.96875
469,0.84375
470,0.75
471,0.75
472,0.84375
473,0.875
474,0.84375
475,1
476,0.8125
477,0.78125
478,0.75
479,0.8125
480,0.875
481,0.78125
482,0.90625
483,0.71875
484,0.71875
485,0.6875
486,0.78125
487,0.71875
488,0.875
489,0.8125
490,0.96875
491,0.84375
492,1
493,0.71875
494,0.75
495,1
496,1
497,0.875
498,0.8125
499,0.84375
500,0.875
501,0.78125
502,0.875
503,0.875
504,0.71875
505,1
506,0.8125
507,1
508,0.78125
509,0.8125
510,0.78125
511,0.84375
512,0.6875
513,0.6875
514,0.90625
515,0.71875
516,0.78125
517,1
518,0.90625
519,1
520,0.96875
521,0.875
522,0.78125
523,0.875
524,0.71875
525,0.9375
526,0.84375
527,0.78125
528,0.90625
529,1
530,0.75
531,0.6875
532,0.875
533,0.96875
534,0.875
535,0.875
536,0.8125
537,0.84375
538,0.8125
539,0.84375
540,0.8125
541,0.875
542,0.9375
543,0.84375
544,0.8125
545,0.875
546,0.78125
547,0.96875
548,0.8125
549,0.6875
550,0.875
551,0.71875
552,0.84375
553,0.6875
554,0.9375
555,0.9375
556,1
557,0.8125
558,0.84375
559,0.8125
560,0.6875
561,0.84375
562,0.78125
563,0.875
564,0.75
565,0.75
566,0.75
567,0.8125
568,0.90625
569,0.71875
570,0.71875
571,1
572,0.71875
573,0.71875
574,0.90625
575,0.84375
576,0.90625
577,1
578,0.6875
579,0.90625
580,0.875
581,0.78125
582,0.8125
583,0.8125
584,0.8125
585,0.96875
586,0.8125
587,0.71875
588,0.875
589,0.71875
590,0.8125
591,0.875
592,0.8125
593,0.8125
594,0.90625
595,0.875
596,0.8125
597,0.71875
598,0.71875
599,0.875
600,1
601,0.78125
602,0.90625
603,0.6875
604,0.78125
605,1
606,0.78125
607,0.78125
608,1
609,0.78125
610,0.96875
611,1
612,0.90625
613,0.9375
614,1
615,1
616,0.9375
617,0.71875
618,0.8125
619,0.75
620,0.875
621,0.8125
622,0.96875
623,0.71875
624,0.96875
625,0.8125
626,0.84375
627,0.78125
628,0.90625
629,1
630,0.71875
631,0.90625
632,0.78125
633,0.71875
634,0.9375
635,0.9375
636,1
637,0.71875
638,0.84375
639,0.71875
640,1
641,0.90625
642,0.75
643,0.84375
644,0.9375
645,0.84375
646,0.78125
647,1
648,1
649,0.71875
650,0.9375
651,1
652,0.78125
653,0.90625
654,0.75
655,0.96875
656,0.78125
657,0.875
658,1
659,0.8125
660,0.96875
661,0.96875
662,0.875
663,0.84375
664,0.90625
665,0.78125
666,0.78125
667,0.75
668,0.84375
669,0.90625
670,0.78125
671,0.71875
672,0.96875
673,0.96875
674,0.8125
675,1
676,0.9375
677,0.75
678,1
679,0.84375
680,0.84375
681,0.875
682,0.875
683,0.9375
684,1
685,0.78125
686,1
687,0.8125
688,0.84375
689,0.8125
690,0.875
691,0.6875
692,0.96875
693,0.75
694,0.96875
695,0.71875
696,0.71875
697,0.96875
698,0.8125
699,0.78125
700,0.6875
701,0.90625
702,1
703,0.78125
704,0.9375
705,0.71875
706,0.96875
707,0.78125
708,0.84375
709,0.78125
710,0.8125
711,0.8125
712,0.90625
713,0.75
714,0.78125
715,0.75
716,1
717,0.71875
718,0.71875
719,0.84375
720,0.90625
721,1
722,0.9375
723,0.90625
724,0.71875
725,0.71875
726,0.78125
727,0.9375
728,1
729,0.96875
730,0.8125
731,0.71875
732,0.78125
733,0.8125
734,1
735,0.9375
736,0.90625
737,0.78125
738,0.96875
739,0.78125
740,1
741,0.875
742,1
743,0.90625
744,0.78125
745,0.6875
746,0.8125
747,0.90625
748,0.78125
749,0.71875
750,0.9375
751,0.90625
752,0.84375
753,1
754,0.90625
755,0.84375
756,0.90625
757,0.8125
758,0.84375
759,0.6875
760,0.71875
761,0.9375
762,0.71875
763,1
764,0.75
765,0.84375
766,0.78125
767,0.90625
768,0.8125
769,0.875
770,0.78125
771,0.90625
772,1
773,0.90625
774,0.78125
775,0.71875
776,0.71875
777,0.9375
778,0.75
779,1
780,0.875
781,0.96875
782,0.75
783,0.9375
784,1
785,0.9375
786,0.96875
787,0.875
788,0.71875
789,0.75
790,1
791,0.71875
792,0.84375
793,0.78125
794,0.875
795,0.875
796,0.8125
797,0.875
798,0.78125
799,0.8125
800,1
801,0.8125
802,0.84375
803,0.9375
804,0.78125
805,0.71875
806,0.78125
807,1
808,1
809,0.78125
810,0.75
811,0.71875
812,0.8125
813,0.75
814,0.84375
815,0.71875
816,0.84375
817,0.8125
818,0.96875
819,0.9375
820,0.9375
821,0.78125
822,0.90625
823,0.84375
824,0.96875
825,0.71875
826,0.84375
827,0.90625
828,0.8125
829,0.9375
830,0.96875
831,0.84375
832,1
833,0.875
834,0.9375
835,0.90625
836,1
837,0.78125
838,0.90625
839,0.75
840,1
841,0.84375
842,0.84375
843,1
844,0.90625
845,1
846,0.8125
847,0.71875
848,1
849,0.875
850,0.96875
851,1
852,0.71875
853,0.96875
854,0.71875
855,0.78125
856,0.6875
857,0.90625
858,0.71875
859,0.9375
860,1
861,0.96875
862,0.84375
863,0.75
864,0.8125
865,0.90625
866,0.90625
867,0.9375
868,0.875
869,0.8125
870,0.84375
871,0.78125
872,0.6875
873,0.78125
874,1
875,0.90625
876,0.71875
877,1
878,0.6875
879,1
880,1
881,1
882,1
883,0.8125
884,0.84375
885,1
886,0.9375
887,0.9375
888,0.78125
889,0.84375
890,1
891,0.90625
892,0.71875
893,1
894,0.96875
895,1
896,0.90625
897,1
898,1
899,0.8125
900,0.84375
901,0.84375
902,0.875
903,0.875
904,0.8125
905,0.71875
906,0.875
907,0.90625
908,1
909,0.96875
910,0.84375
911,1
912,0.84375
913,0.875
914,0.875
915,0.8125
916,0.875
917,0.875
918,0.84375
919,0.75
920,0.84375
921,0.84375
922,1
923,0.8125
924,0.8125
925,0.84375
926,0.875
927,0.84375
928,0.875
929,0.6875
930,0.8125
931,0.78125
932,1
933,0.90625
934,0.75
935,0.75
936,0.8125
937,0.96875
938,0.78125
939,0.6875
940,0.75
941,0.8125
942,1
943,1
944,0.8125
945,0.78125
946,0.875
947,0.90625
948,0.84375
949,0.9375
950,0.9375
951,1
952,0.875
953,0.8125
954,1
955,0.875
956,0.75
957,0.90625
958,0.9375
959,0.96875
960,0.875
961,1
962,0.71875
963,1
964,0.78125
965,1
966,0.84375
967,0.9375
968,0.90625
969,0.71875
970,0.71875
971,0.90625
972,0.8125
973,0.78125
974,1
975,0.8125
976,1
977,0.9375
978,1
979,0.8125
980,0.8125
981,0.8125
982,0.875
983,0.90625
984,0.8125
985,0.78125
986,0.71875
987,0.84375
988,0.71875
989,0.9375
990,0.6875
991,0.9375
992,0.6875
993,0.75
994,0.9375
995,0.78125
996,0.9375
997,0.90625
998,0.78125
999,0.9375
1000,0.90625
1001,0.75
1002,0.78125
1003,0.90625
1004,0.75
1005,0.875
1006,1
1007,0.75
1008,0.9375
1009,1
1010,0.8125
1011,0.75
1012,0.84375
1013,0.78125
1014,0.75
1015,0.875
1016,0.8125
1017,0.84375
1018,0.71875
1019,1
1020,0.90625
1021,0.6875
1022,0.6875
1023,1
1024,0.71875
1025,0.78125
1026,0.875
1027,0.96875
1028,0.78125
1029,0.78125
1030,0.6875
1031,0.78125
1032,0.84375
1033,0.75
1034,0.9375
1035,0.78125
1036,0.96875
1037,0.8125
1038,0.96875
1039,0.71875
1040,0.9375
1041,0.71875
1042,0.78125
1043,0.90625
1044,0.8125
1045,0.9375
1046,0.9375
1047,0.96875
1048,0.84375
1049,1
1050,0.75
1051,0.75
1052,0.8125
1053,0.78125
1054,0.90625
1055,0.8125
1056,0.78125
1057,1
1058,0.8125
1059,0.84375
1060,0.84375
1061,0.78125
1062,0.8125
1063,0.6875
1064,0.84375
1065,0.9375
1066,0.8125
1067,0.84375
1068,0.71875
1069,0.6875
1070,0.90625
1071,0.78125
1072,0.71875
1073,0.75
1074,0.84375
1075,0.71875
1076,1
1077,0.6875
1078,0.78125
1079,0.8125
1080,0.6875
1081,1
1082,0.75
1083,0.8125
1084,1
1085,0.6875
1086,0.9375
1087,0.9375
1088,0.875
1089,0.78125
1090,0.75
1091,0.6875
1092,0.875
1093,0.75
1094,0.84375
1095,0.875
1096,0.8125
1097,0.9375
1098,0.96875
1099,1
1100,0.84375
1101,0.71875
1102,0.78125
1103,0.875
1104,1
1105,0.875
1106,0.875
1107,0.78125
1108,0.78125
1109,0.9375
1110,0.90625
1111,0.9375
1112,1
1113,0.71875
1114,0.8125
1115,0.71875
1116,0.96875
1117,0.8125
1118,1
1119,0.71875
1120,0.75
1121,0.75
1122,0.9375
1123,0.875
1124,0.84375
1125,0.875
1126,0.8125
1127,0.78125
1128,0.8125
1129,0.75
1130,0.78125
1131,0.96875
1132,0.9375
1133,0.9375
1134,0.75
1135,0.9375
1136,0.84375
1137,0.78125
1138,0.6875
1139,1
1140,0.96875
1141,0.6875
1142,0.9375
1143,0.6875
1144,0.71875
1145,0.90625
1146,0.75
1147,0.875
1148,0.71875
1149,0.78125
1150,0.90625
1151,0.90625
1152,0.6875
1153,0.84375
1154,0.78125
1155,0.96875
1156,1
1157,0.78125
1158,1
1159,0.78125
1160,0.75
1161,0.75
1162,0.71875
1163,1
1164,1
1165,0.6875
1166,0.9375
1167,0.71875
1168,0.8125
1169,0.84375
1170,0.78125
1171,0.90625
1172,0.75
1173,0.78125
1174,0.96875
1175,0.78125
1176,0.78125
1177,0.8125
1178,0.90625
1179,0.9375
1180,0.90625
1181,1
1182,0.9375
1183,0.84375
1184,0.875
1185,0.9375
1186,0.875
1187,0.78125
1188,0.9375
1189,0.71875
1190,0.9375
1191,0.71875
1192,0.90625
1193,0.875
1194,0.75
1195,0.875
1196,0.75
1197,0.90625
1198,0.90625
1199,0.84375
1200,0.71875
1201,0.96875
1202,0.78125
1203,1
1204,0.8125
1205,0.90625
1206,0.90625
1207,0.75
1208,0.78125
1209,0.875
1210,0.75
1211,0.875
1212,1
1213,0.71875
1214,0.6875
1215,0.75
1216,0.78125
1217,0.75
1218,1
1219,0.71875
1220,0.75
1221,0.78125
1222,0.84375
1223,0.71875
1224,0.875
1225,0.71875
1226,0.6875
1227,0.96875
1228,0.71875
1229,0.8125
1230,1
1231,0.78125
1232,0.875
1233,0.75
1234,0.875
1235,0.96875
1236,0.71875
1237,0.8125
1238,1
1239,0.8125
1240,0.78125
1241,0.9375
1242,0.84375
1243,0.78125
1244,0.71875
1245,0.875
1246,0.6875
1247,0.96875
1248,0.84375
1249,0.78125
1250,0.96875
1251,0.75
1252,0.75
1253,0.78125
1254,0.875
1255,0.8125
1256,0.90625
1257,0.8125
1258,0.6875
1259,0.90625
1260,0.9375
1261,0.84375
1262,0.90625
1263,0.78125
1264,1
1265,0.8125
1266,0.875
1267,0.6875
1268,0.71875
1269,0.6875
1270,0.875
1271,0.84375
1272,1
1273,0.96875
1274,0.875
1275,0.71875
1276,0.9375
1277,0.71875
1278,0.8125
1279,0.75
1280,0.75
1281,0.875
1282,0.90625
1283,0.78125
1284,0.75
1285,0.8125
1286,0.84375
1287,0.6875
1288,0.8125
1289,0.75
1290,0.9375
1291,0.78125
1292,0.6875
1293,0.78125
1294,0.8125
1295,0.71875
1296,0.6875
1297,0.90625
1298,0.875
1299,0.71875
1300,0.78125
1301,0.8125
1302,0.90625
1303,0.78125
1304,0.90625
1305,1
1306,0.75
1307,0.8125
1308,0.71875
1309,1
1310,0.75
1311,0.875
1312,0.8125
1313,1
1314,0.71875
1315,0.75
1316,1
1317,0.78125
1318,0.84375
1319,0.9375
1320,0.78125
1321,1
1322,1
1323,0.9375
1324,0.875
1325,0.75
1326,0.8125
1327,0.84375
1328,0.90625
1329,0.75
1330,0.875
1331,0.78125
1332,0.90625
1333,1
1334,0.8125
1335,0.8125
1336,0.875
1337,1
1338,0.875
1339,1
1340,0.96875
1341,0.8125
1342,1
1343,0.90625
1344,0.875
1345,0.75
1346,0.90625
1347,0.8125
1348,0.75
1349,0.8125
1350,0.75
1351,0.8125
1352,1
1353,0.96875
1354,0.6875
1355,0.71875
1356,0.96875
1357,0.90625
1358,1
1359,0.84375
