id,label
0,0.6796875
1,0.015625
2,0.6328125
3,0
4,0
5,0.5234375
6,0.0859375
7,0.03125
8,0.8125
9,0.8046875
10,0.921875
11,0.0078125
12,0.1171875
13,0.140625
14,0.015625
15,0.5078125
16,0.03125
17,0.5
18,0.15625
19,0.0078125
20,0.0390625
21,0.984375
22,0.578125
23,1
24,0
25,0.7421875
26,0.4921875
27,0.9296875
28,0.765625
29,0.0390625
30,0.8203125
31,0.3203125
32,0.7578125
33,0.765625
34,0.1953125
35,0
36,0.6953125
37,0.6640625
38,0.21875
39,0.546875
40,0.8203125
41,0.328125
42,0.2734375
43,1
44,0.609375
45,0
46,0.2421875
47,0.4765625
48,0.5859375
49,0.9140625
50,0.0234375
51,0.0625
52,0.171875
53,0
54,0.5
55,0
56,0.6328125
57,0.1171875
58,0.1171875
59,0
60,0.96875
61,0
62,0.3984375
63,0.7578125
64,0.8046875
65,0.9765625
66,0.96875
67,0.7578125
68,0.25
69,0.15625
70,0.0859375
71,0.53125
72,0.4140625
73,0.125
74,0.015625
75,0.75
76,0.046875
77,0
78,0.0703125
79,0.8828125
80,0.984375
81,0.8984375
82,0.828125
83,0.6640625
84,0.140625
85,0.6484375
86,0.1328125
87,0.5703125
88,0
89,0.9609375
90,0.34375
91,0.8046875
92,0.59375
93,0.1796875
94,0.2265625
95,0.25
96,0.6015625
97,0.6640625
98,0.6171875
99,0.140625
100,0.0234375
101,0.1171875
102,0.09375
103,0.9375
104,0.7265625
105,0.203125
106,1
107,0.8984375
108,0.3515625
109,0.703125
110,0.21875
111,0.109375
112,0.671875
113,0.6796875
114,0.109375
115,0.0234375
116,0.234375
117,0.6328125
118,0.9765625
119,0.5703125
120,0
121,0.078125
122,0.125
123,0.2265625
124,0.6328125
125,0.5625
126,0.1796875
127,1
128,0.125
129,0
130,0.8125
131,0.3046875
132,1
133,0.3046875
134,0.03125
135,0.0703125
136,0.3203125
137,0.59375
138,0.1796875
139,0.0078125
140,0.6875
141,1
142,0
143,0.7890625
144,0.203125
145,0.1875
146,0.9453125
147,0.84375
148,0.2265625
149,0.1484375
150,0.984375
151,0
152,1
153,0.28125
154,0.4296875
155,0
156,0.984375
157,0.9453125
158,1
159,0.078125
160,0
161,0.3203125
162,0.078125
163,0.6953125
164,0.171875
